stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
17,,A.H.ANSARI CHK./ NEW NAGPADA,,18.9670470233,72.8328077148,,0,,,
43,,JIJAMATA UDN.,,18.9784882913,72.8337727019,,0,,,
107,,P.MOHD.RAFI CHK.,,19.0521364408,72.8380851949,,0,,,
108,,BANDRA TALKIES/SHROFF EYE HOSPITAL,,19.060668892,72.8370565687,,0,,,
460,,KHAR STN RD (W),,19.0713022851,72.8373095075,,0,,,
110,,ST.TERESA CONVENT SCHOOL,,19.075500175,72.8375026265,,0,,,
111,,SANTACRUZ STN.RD.,,19.0810769173,72.837867407,,0,,,
112,,KHIRA NGR.,,19.0875948013,72.838074815,,0,,,
113,,SANTACRUZ DEPOT,,19.0901111788,72.8381355963,,0,,,
233,,BACKBAY DEPOT,,18.9090196526,72.8167825799,,0,,,
299,,WORLD TRADE CENTRE,,18.9143976499,72.8193908246,,0,,,
234,,PRESIDENT HOTEL,,18.9143482377,72.8217178445,,0,,,
235,,CUFFE PARADE MACCHIMARNGR.,,18.9200838735,72.8260617505,,0,,,
3653,,FREE PRESS HOUSE,,18.9228243562,72.8235701309,,0,,,
3149,,Y.B.CHAVAN PRATISHTHAN/MANTRALAYA,,18.9265156664,72.8273771053,,0,,,
3034,,DR.SHYAMAPRASAD MUKHERJI CHK.,,18.9256914893,72.8309917691,,0,,,
148,,JAGATDEV.N.VARMA CHK/KAPOLE NIWAS,,19.0230088253,72.8517122486,,0,,,
149,,MAHESHWARI UDN.,,19.0268913676,72.855319674,,0,,,
151,,LOKMANYA TILAK HOSPITAL,,19.0364333987,72.8603593658,,0,,,
2684,,RANI LAXMIBAI CHK.,,19.0437547562,72.8643269827,,0,,,
170,,EVERARD NGR.,,19.0507964755,72.8752883027,,0,,,
171,,PRIYADARSHINI,,19.0525373,72.8801425,,0,,,
3056,,LOKSHAHIR SATHE UDN./SUMAN NGR.,,19.0550937966,72.8852502655,,0,,,
319,,S.G.BARVE MARG NAKA,,19.0570408476,72.8878251861,,0,,,
3051,,AMAR MAHAL,,19.0657252138,72.8993779719,,0,,,
2993,,CHHEDA NGR.,,19.0679560648,72.9032403529,,0,,,
3709,,JIJAMATA BHOSLE MARG JN.,,19.0707750064,72.9072529376,,0,,,
378,,R.T.O.OFFICE,,19.0721038956,72.9096988709,,0,,,
379,,RAMABAI NGR.,,19.0801547885,72.9176653879,,0,,,
381,,GODREJ SOAP CO.,,19.0912469396,72.9249824541,,0,,,
328,,VIKHROLI VILLAGE,,19.1045377361,72.9304701388,,0,,,
332,,VIKHROLI STN.RD.(E),,19.1090997389,72.9323798717,,0,,,
2608,,KANNAMWAR NGR.-1/PRAVIN HOTEL,,19.1139657366,72.9343754352,,0,,,
1177,,VIKHROLI POLICE STN.,,19.1188113169,72.936413914,,0,,,
1261,,KANJUR MARG VILLAGE,,19.1318419375,72.9427762319,,0,,,
2609,,BHANDUP VILLAGE,,19.1443704407,72.9502830719,,0,,,
1262,,BHANDUP PUMPING CENTRE,,19.1547640714,72.9565466897,,0,,,
2701,,MITHAGAR,,19.1650854875,72.9638905813,,0,,,
3778,,ANAND NGR.POLICE CHKY,,19.1775703582,72.9676671316,,0,,,
3662,,"DNYANSADHANA COLLEGE,KOPARI",,19.182735,72.965406,,0,,,
3685,,MARATHON CHK.(TEEN HATH NAKA),,19.1886909233,72.963720333,,0,,,
3663,,LOUISWADI,,19.1972642074,72.9626463938,,0,,,
3958,,NITIN CO.JUN.,,19.1989476342,72.9635740937,,0,,,
3664,,CADBURY JN.(THANE),,19.2046147257,72.9689005267,,0,,,
3026,,JIJAMATA UDN.,,18.9805789633,72.8344069449,,0,,,
105,,ROBERT GOMES CHK.,,18.9811719739,72.8354279156,,0,,,
4653,,BYCULLA STN (E),,18.9762107696,72.8335718269,,0,,,
103,,BYCULLA STN.- E(GLORIA CHURCH),,18.9755208563,72.8340546246,,0,,,
106,,MASIANA HOSP/RUSTOM BAUG,,18.9759977084,72.8375307674,,0,,,
102,,MUSTAFA BAZAR/SAVLYA TANDEL CHK.,,18.9762817899,72.8402344341,,0,,,
101,,ANJEERWADI,,18.9724254728,72.8404308091,,0,,,
3082,,MAHARANA PRATAP CHK./POST OFFICE,,18.9694222316,72.8407526742,,0,,,
99,,MAZGAON COURT,,18.9687940517,72.838936245,,0,,,
98,,ST.MARY'S HIGH SCHOOL,,18.9694839928,72.8361896629,,0,,,
335,,MANDVI POST OFFICE,,18.9572417583,72.8320962763,,0,,,
819,,CHH. SHIVAJI TERMINUS(GPO),,18.9384599027,72.8370017985,,0,,,
706,,INDIRA DOCK,,18.9377884182,72.839763745,,0,,,
3450,,BALLARD PIER,,18.9368547904,72.8404503905,,0,,,
94,,FOREIGN POST OFFICE,,18.9354492647,72.8404718482,,0,,,
93,,NEW CUSTOM HOUSE,,18.9339820113,72.8398293833,,0,,,
2120,,SWAMI D.SARASWATI CHK.,,18.9344665935,72.8371090869,,0,,,
705,,RESERVE BANK,,18.935927538,72.837091586,,0,,,
92,,OLD CUSTOM HOUSE,,18.9308911427,72.8356206375,,0,,,
91,,LION'S GATE,,18.9280089383,72.8339898544,,0,,,
3025,,DR.SHYAMAPRASAD MUKHERJI CHK.,,18.9241635742,72.8320526878,,0,,,
89,,DHOBI GHAT(NAVY NGR.),,18.9070698435,72.8134707732,,0,,,
87,,NAVY NGR.,,18.9079393907,72.8059461549,,0,,,
237,,Y.B.CHAWAN PRATISHTHAN,,18.9252220278,72.8269385873,,0,,,
4470,,MANTRALAYA,,18.9293131884,72.82360783,,0,,,
5040,,MANTRALAYA,,18.9284340874,72.8246470803,,0,,,
3020,,AHILYABAI HOLKAR CHK.,,18.9319342454,72.8282323545,,0,,,
3264,,AHILYABAI HOLKAR CHK.,,18.9318936516,72.8272023862,,0,,,
903,,MARINE LINES RLY.STN.(KALA NIKETAN),,18.9441931305,72.825056619,,0,,,
439,,MARINE LINES RLY. STN.,,18.9474403665,72.8227821057,,0,,,
441,,PT.PALUSKAR CHK.,,18.9563352821,72.8156893762,,0,,,
443,,BABULNATH RD.JUN.,,18.9591657008,72.8096414574,,0,,,
445,,CUMBALA HILL POST OFFICE,,18.9631006901,72.8077476274,,0,,,
446,,JASLOK HOSPITAL,,18.9715018311,72.8094213258,,0,,,
447,,VATSALABAI DESAI CHK.,,18.9790678632,72.8118941321,,0,,,
449,,NEHRU PLANETARIUM,,18.9888845822,72.8139196724,,0,,,
452,,ACHARYA ATRE CHK.,,18.9983425952,72.8174326012,,0,,,
523,,PODDAR HOSPITAL/SIDDHARTH NGR.,,19.0035128932,72.8161598559,,0,,,
455,,DOORDARSHAN,,19.0068054696,72.8182136157,,0,,,
2274,,DR.RAVINDRA KULKARNI CHK/SASMIRA,,19.0100179603,72.8198702207,,0,,,
400,,BABASAHEB WORLIKAR CHK.,,19.0130353629,72.8236618709,,0,,,
3058,,BABASAHEB WORLIKAR CHK.,,19.0127438913,72.8244768471,,0,,,
402,,PRABHADEVI,,19.0161012445,72.8283478137,,0,,,
2501,,PRABHADEVI,,19.0140761008,72.8300335524,,0,,,
1060,,KIRTI COLLEGE / INDIA UNITED MILL,,19.0197122314,72.8322960253,,0,,,
833,,MAHAPOUR NIWAS/SHIVAJI PARK,,19.0258791287,72.8359009142,,0,,,
1063,,NATIONAL(HINDUJA)HOSPITAL,,19.0335801122,72.8387207856,,0,,,
3893,,NATIONAL(HINDUJA)HOSPITAL,,19.0321196196,72.8395790925,,0,,,
1353,,BANDRA TALKIES,,19.0601922827,72.836418203,,0,,,
109,,KHAR,,19.0691726662,72.8336219991,,0,,,
552,,SANTACRUZ POLICE STN,,19.0845256921,72.8347194835,,0,,,
134,,JUHU KOLIWADA,,19.0858727048,72.8281332369,,0,,,
137,,JUHU BEACH,,19.0980391385,72.8268457766,,0,,,
468,,JUHU HOTEL,,19.1042436753,72.8267170306,,0,,,
1277,,PARASMANI/MADHUKUNJ SCTY.,,19.1086057292,72.8298479787,,0,,,
438,,J.V.P.D.BUS STN.,,19.1199906825,72.8297009585,,0,,,
509,,ESIC NGR.,,19.1242702762,72.8306563352,,0,,,
511,,INDIAN OIL NGR.,,19.1284338647,72.8290629991,,0,,,
512,,FOUR BUNGALOWS,,19.1292042338,72.8261876711,,0,,,
618,,SHREE SWAMI SAMARTH NGR.,,19.140204422,72.8261502241,,0,,,
2247,,SHREE SWAMI SAMRTH NGR.MARKET,,19.1370906919,72.8257432645,,0,,,
963,,SHREE SWAMI SAMARTH NGR.EXT.,,19.1416085187,72.8284566296,,0,,,
534,,ADARSH NGR.,,19.1448091366,72.831270582,,0,,,
295,,BEHRAM BAUG,,19.1459989219,72.8345000556,,0,,,
128,,OSHIWARA DEPOT,,19.1509965982,72.8358283704,,0,,,
3333,,KURLA S.T.DEPOT,,19.0568187347,72.8840327989,,0,,,
3334,,KURLA S.T.DEPOT,,19.0563956613,72.8836398328,,0,,,
161,,SHIVSHRUSTI,,19.0545094486,72.8817515577,,0,,,
3713,,PRIYADARSHINI,,19.0525373,72.8801425,,0,,,
1054,,MARATHI VIDNYAN PARISHAD,,19.0535542407,72.8767901553,,0,,,
160,,TATA CLY.,,19.0528646482,72.8733998431,,0,,,
159,,CHUNABHATTI PHATAK,,19.0532195859,72.8693872584,,0,,,
157,,CHUNABHATTI BUS TERMINUS,,19.0515318033,72.8688013219,,0,,,
156,,CHUNABHATTI,,19.0520127947,72.8675204409,,0,,,
1066,,CENTRAL LABOUR INSTITUTE,,19.0496701752,72.8662973536,,0,,,
1053,,RANI LAXMIBAI CHK.,,19.0464857821,72.8655034197,,0,,,
154,,RANI LAXMIBAI CHK.,,19.0439417564,72.8643607675,,0,,,
152,,JAIN SCTY.,,19.0388187232,72.8614136529,,0,,,
150,,GANDHI MARKET,,19.0300978264,72.8579899787,,0,,,
147,,RUIA COLLEGE,,19.0218525295,72.8508539417,,0,,,
145,,VIJAY VALLABH CHK.,,18.9552794954,72.8321059617,,0,,,
144,,BHULESHWAR,,18.9525979425,72.8295477685,,0,,,
143,,SWADESHI MARKET,,18.9497161128,72.8287752923,,0,,,
142,,KALBADEVI,,18.9472502824,72.8288825806,,0,,,
3115,,VASUDEO B.PHADKE CHK.,,18.9428598221,72.8293418466,,0,,,
816,,VASUDEO B.PHADKE CHK.,,18.9439042479,72.8286011199,,0,,,
140,,MUMBAI GYMKHANA,,18.9367503189,72.8305965787,,0,,,
895,,HUTATMA CHK. ( O.C.S.),,18.9320825189,72.8312515794,,0,,,
7,,HUTATMA CHK.,,18.9264391247,72.8297885331,,0,,,
131,,AHILYABAI HOLKAR CHK.,,18.9325696437,72.828140217,,0,,,
139,,DR.AMBEDKAR STATUE,,18.9263181015,72.8297924577,,0,,,
130,,K.C.COLLEGE,,18.929281524,72.8281831323,,0,,,
4469,,MANTRALAYA,,18.9293537829,72.8240155258,,0,,,
50,,MANTRALAYA,,18.9286867079,72.8246703809,,0,,,
5156,,BANDRA(E) BUS STN,,19.0554446901,72.8433133024,,0,,,
62,,KALA NGR.,,19.0531099866,72.8470974172,,0,,,
2996,,KALA NGR.,,19.0530860673,72.8477919798,,0,,,
2470,,M.M.R.D.A./FAMILY COURT,,19.0557227254,72.8507531385,,0,,,
837,,R.B.I.BANK,,19.057142447,72.8525770407,,0,,,
838,,INCOME TAX OFFICE,,19.0584174471,72.8538854252,,0,,,
839,,TATA CLY.,,19.0596167898,72.8556240301,,0,,,
840,,BHARAT NGR.,,19.060607834,72.8584237229,,0,,,
2327,,ICICI BANK,,19.0650088017,72.8618247639,,0,,,
1616,,DIAMOND MARKET,,19.0680276568,72.8666605791,,0,,,
2328,,CITY BANK,,19.069328532,72.868819965,,0,,,
841,,BKC TEL.EXCHANGE,,19.0709712168,72.8721029889,,0,,,
842,,KAPADIA NGR.,,19.0748765844,72.8721745379,,0,,,
242,,KURLA DEPOT,,19.0755374014,72.8770819752,,0,,,
5107,,BUDDHA NGR JUN.,,19.0735111758,72.8802133111,,0,,,
5104,,SCLR DOUBLE DECK.FLY OVER JUN.,,19.0665864263,72.8872918407,,0,,,
1766,,SAHAKAR NGR.(SCLR),,19.0751691,72.8725634,,0,,,
5108,,CHHEDA NAGAR,,19.0683195046,72.9035592584,,0,,,
189,,TATA POWER CENTRE(CHEMBUR),,19.0313378692,72.8968021626,,0,,,
188,,LUBE INDIA CO.,,19.0145801767,72.898260383,,0,,,
187,,GAWANGAON/REFINERIES,,19.0201808526,72.8980037923,,0,,,
186,,BHARAT PETROLEUM,,19.0090620622,72.8990328592,,0,,,
185,,B.D.PATIL MARG/ HPCL,,19.0260812444,72.8975950422,,0,,,
184,,CALICO CHEMICALS,,19.0230080581,72.8979930852,,0,,,
182,,SHANKAR MANDIR,,19.0291748332,72.8971347783,,0,,,
5102,,VASHINAKA,,19.0330084533,72.8968222646,,0,,,
181,,VASHINAKA,,19.0330084533,72.8968222646,,0,,,
5097,,R.C.F.POLICE STN.,,19.0352803129,72.8957064657,,0,,,
180,,AZIZ BAUG,,19.0378270274,72.8948623173,,0,,,
179,,MARAWALI CHURCH,,19.0420743965,72.8933417269,,0,,,
4994,,CHEMBUR CLY.,,19.0455032966,72.893131545,,0,,,
178,,CHEMBUR CLY.,,19.0461469632,72.8932340323,,0,,,
177,,NAVJEEVAN SCTY.,,19.0479372475,72.8933446916,,0,,,
176,,BASANT PARK,,19.0503103152,72.8936021836,,0,,,
175,,BHAKTI BHAVAN,,19.0524751367,72.8912170111,,0,,,
174,,UMARSHI BAPPA CHK.,,19.054061719,72.8895960962,,0,,,
4726,,LOKSHAHIR SATHE UDYAN/SUMAN NAGAR,,19.0537283689,72.8843201305,,0,,,
862,,EVERARD SCTY.,,19.051119482,72.8775954972,,0,,,
297,,ANIK DEPOT,,19.0461705058,72.8787112962,,0,,,
2114,,WADALA TRUCK TERMINAL MAIN GATE,,19.0357447208,72.8797412645,,0,,,
2243,,BHAKTI PARK GATE,,19.0330671762,72.8787971269,,0,,,
5096,,BHAKTI PARK,,19.0284535647,72.8774320095,,0,,,
2752,,ADARSH HIGH SCHOOL,,19.024060573,72.876565529,,0,,,
2242,,SHANTI NGR.,,19.0199628127,72.8745485078,,0,,,
2241,,GANESH NGR.,,19.0177718895,72.8691411744,,0,,,
2172,,BARKAT ALI DARGAH,,19.0180766532,72.8655118177,,0,,,
227,,WADALA FLY OVER BRIDGE,,19.0186324254,72.8632468266,,0,,,
3039,,WADALA CHURCH,,19.0189419282,72.8586577977,,0,,,
336,,FIVE GARDENS,,19.0195658302,72.8548630672,,0,,,
3041,,RUIA COLLEGE,,19.0218122811,72.8512788099,,0,,,
196,,MAHUL VILLAGE,,19.0146898313,72.8880127022,,0,,,
2568,,MAHUL MARKET,,19.0157042908,72.8906210335,,0,,,
5041,,M.M.R.D.A.COLONY(MAHUL),,19.0185504073,72.8902954632,,0,,,
194,,WADALA RD.,,19.0215872124,72.8901370118,,0,,,
195,,MAZGAON DOCK,,19.0243663703,72.8900082657,,0,,,
193,,ACHARYA VIDYANIKETAN,,19.0265776128,72.8901918801,,0,,,
192,,H.P.NGR.,,19.0277135905,72.8914793404,,0,,,
3335,,BPCL SPORTS CLUB,,19.0278758723,72.8954275521,,0,,,
4868,,ELECTRIC HOUSE,,18.9187155059,72.8288910502,,0,,,
96,,CHH. SHIVAJI TERMINUS,,18.9409747781,72.8345966953,,0,,,
677,,CARNAC BUNDER,,18.9520900544,72.8413927513,,0,,,
674,,WADI BUNDER,,18.9574477063,72.8426587539,,0,,,
1805,,JIJAMATA NGR.,,19.0284892225,72.8881540403,,0,,,
3396,,ACHARYA VIDYANIKETAN,,19.0276369934,72.8894176551,,0,,,
3464,,CHEMBUR NAKA/SWAMI VIVEKANAND CHK.,,19.0510332454,72.893175816,,0,,,
3482,,ACHARYA GARDEN/ DIAMOND GARDEN,,19.0525325364,72.900813846,,0,,,
2939,,10TH RD.,,19.05760319,72.9004992502,,0,,,
2956,,DR.AMBEDKAR GARDEN BUS STN.,,19.0607669109,72.9005348963,,0,,,
5049,,BYCULLA STN (E),,18.9732030322,72.8343286547,,0,,,
3249,,MAHESHWARI UDN.,,19.0284162371,72.8569394847,,0,,,
298,,CUFFE PARADE POLICE STN.,,18.9122132925,72.8178167585,,0,,,
300,,G.D.SOMANI SCHOOL,,18.9154328979,72.8202705892,,0,,,
3542,,BADHWAR PARK,,18.9206616493,72.8262862023,,0,,,
3544,,VEEJ BHAVAN,,18.9214466078,72.8264450609,,0,,,
231,,GANDHI MARKET,,19.0323603254,72.8587289073,,0,,,
2685,,RANI LAXMIBAI CHK.,,19.0431994626,72.8639537522,,0,,,
1064,,RANI LAXMIBAI CHK.,,19.0453412957,72.8637814104,,0,,,
4207,,RANI LAXMIBAI CHK.,,19.0431707916,72.8641044837,,0,,,
1245,,RANI LAXMIBAI CHK./ SION BARRIER,,19.0477663512,72.8635054587,,0,,,
1247,,KURLA LEVEL CROSSING,,19.0524797133,72.8668295061,,0,,,
238,,RAJMATA A.H.UDYAN/KURLA LION'S PARK,,19.06009,72.872501,,0,,,
239,,KURLA POST OFFICE,,19.068988619,72.8752409136,,0,,,
240,,GOL BUILDING,,19.065987122,72.8748761331,,0,,,
241,,ANJANABAI MAGAR/S.SAINIK SURVE CHK.,,19.0759837,72.8776559,,0,,,
1249,,OLD AGRA RD.,,19.0782798581,72.8792656108,,0,,,
243,,SHEETAL CINEMA,,19.0812811324,72.881540124,,0,,,
244,,KAMANI,,19.0847095843,72.8853232154,,0,,,
245,,MUKUND CO./ P.W.D.OFFICE,,19.0850934835,72.8873336955,,0,,,
1250,,GURU NANAK NGR.,,19.0851340399,72.8926981135,,0,,,
246,,NARAYAN NGR.,,19.0847284749,72.890509431,,0,,,
248,,CHIRAG NGR.,,19.0863086132,72.896121347,,0,,,
249,,GHATKOPAR POLICE STN.,,19.0869996261,72.8992641612,,0,,,
250,,GHATKOPAR PIPE LINE,,19.0875331961,72.9030013082,,0,,,
251,,SARVODAYA HOSPITAL,,19.0885918901,72.907039281,,0,,,
253,,GOPAL BHAVAN,,19.0905279599,72.9097355052,,0,,,
254,,SHREYAS CINEMA,,19.093237015,72.9125531407,,0,,,
1251,,MINATAI THAKRE MAIDAN (ANACIN COMP),,19.0968490842,72.9155387954,,0,,,
257,,VIKHROLI DEPOT,,19.0990592396,72.9173197822,,0,,,
268,,VIKHROLI PARK SITE,,19.1051396074,72.9128705266,,0,,,
267,,SHIVAJI MAIDAN,,19.1032539497,72.9155956509,,0,,,
266,,MUNICIPAL HOSPITAL(PARK SITE),,19.1020576611,72.9169903996,,0,,,
2648,,HUTATMA CHK. ( O.C.S.),,18.9294499818,72.8313215794,,0,,,
153,,RANI LAXMIBAI CHK.(NEAR RD NO.1),,19.0452499966,72.8651568411,,0,,,
4661,,HIGHWAY APT.,,19.0483422838,72.8682287285,,0,,,
197,,CHEMBUR NAKA/SWAMI VIVEKANAND CHK.,,19.0540567684,72.8948291035,,0,,,
198,,SANDUWADI,,19.0532170246,72.8977974476,,0,,,
3107,,ACHARYA GARDEN/ DIAMOND GARDEN,,19.0527759228,72.9009425921,,0,,,
3108,,ACHARYA GARDEN/ DIAMOND GARDEN,,19.0521268917,72.9007923884,,0,,,
201,,DR.AMBEDKAR GARDEN,,19.0617000214,72.9004992502,,0,,,
2955,,DR.AMBEDKAR GARDEN BUS STN.,,18.9743986946,72.8435674378,,0,,,
2954,,SUBHASH NGR.,,19.0602167731,72.9047816885,,0,,,
340,,ACHARYA MARATHE COLLEGE,,19.0589292631,72.9074238159,,0,,,
1788,,DADOJI KONDEV NGR.(KHARDEV NAGAR),,19.05755012,72.9091404297,,0,,,
341,,SAMRAT ASHOK NGR.,,19.0552785652,72.9103849747,,0,,,
342,,GAUTAM NGR./DEONAR ABATTOIR,,19.0549928195,72.911289063,,0,,,
343,,SHIVAJI NGR.JN.,,19.0626420708,72.9183238093,,0,,,
337,,SHIVAJI NGR.TERMINUS,,19.0646193296,72.9314347104,,0,,,
812,,R.K.STUDIO,,19.0468102014,72.9080483113,,0,,,
811,,MAITRI PARK,,19.049406394,72.9053017293,,0,,,
230,,NADKARNI PARK,,19.0138387513,72.8627834009,,0,,,
229,,NADKARNI PARK POLICE STN.,,19.0152157759,72.863476349,,0,,,
228,,KORBA MITHAGAR,,19.0163112579,72.8645492326,,0,,,
3036,,WADALA FLY OVER BRIDGE,,19.0188603232,72.8641147831,,0,,,
226,,INDIAN OIL DEPOT/BARKAT ALI DARGAH,,19.0759837,72.8776559,,0,,,
5202,,ANTOP HILL POST OFFICE,,19.0246215402,72.863857291,,0,,,
5205,,INDIAN HUME PIPE CO.,,19.0175694919,72.8699535558,,0,,,
5203,,DOSTI ACRES,,19.0244401,72.8670558,,0,,,
224,,ANTOP HILL,,19.0263356665,72.8662326555,,0,,,
223,,KANE NGR.,,19.0295305886,72.8642006137,,0,,,
222,,C.G.S.DISPENSARY,,19.0309099645,72.8631277301,,0,,,
221,,ANTOP HILL POLICE STN.,,19.0319242042,72.8649301746,,0,,,
220,,ANTOP HILL CHURCH,,19.0313480886,72.8671553016,,0,,,
219,,SARDAR NGR.NO 4,,19.0351697296,72.8673763492,,0,,,
218,,SARDAR NGR.NO 2,,19.0367316161,72.8683419445,,0,,,
217,,GURU TEG BAHADUR NGR STN,,19.037382,72.864969,,0,,,
1158,,GURU TEG BAHADUR NGR STN,,19.037382,72.864969,,0,,,
3110,,LOKMANYA TILAK HOSPITAL,,19.0367924685,72.860584996,,0,,,
3109,,LOKMANYA TILAK HOSPITAL,,19.035382715,72.8600056388,,0,,,
216,,MATUNGA POLICE STN.,,19.0306969734,72.8578706005,,0,,,
3250,,MAHESHWARI UDN.,,19.0274831171,72.8568965693,,0,,,
3035,,KHALSA COLLEGE,,19.0247648681,72.8580123683,,0,,,
214,,AMULAKH HIGH SCHOOL,,19.0206853407,72.860779476,,0,,,
213,,WADALA GATE NO 4,,19.018494427,72.8601142882,,0,,,
844,,WADALA GATE NO 2/5,,19.0174517461,72.8593749305,,0,,,
281,,WADALA STN.(W),,19.0161817646,72.857968521,,0,,,
211,,WADALA STN./P.& T.QTRS.,,19.0155245176,72.8571218749,,0,,,
210,,AZAD NGR.,,19.0140030056,72.8556198379,,0,,,
209,,MADHAV NGR.,,19.0127006388,72.8547913263,,0,,,
208,,SAHAKAR NGR.,,19.0119676036,72.8515555575,,0,,,
207,,SPRING MILL,,19.0118700268,72.8489479999,,0,,,
824,,NAIGAON POLICE CLY.,,19.0070821834,72.8470060806,,0,,,
205,,BHOIWADA/MANE MASTER CHK.,,19.0759837,72.8776559,,0,,,
232,,TATA HOSPITAL,,19.0037208601,72.8422492186,,0,,,
3502,,WADIA MATERNITY HOSPITAL,,19.0026013659,72.842981269,,0,,,
4968,,K.E.M.HOSPITAL-NURSES QTRS.,,18.9995891134,72.8423621267,,0,,,
203,,MAHATMA GANDHI HOSPITAL,,18.9974111184,72.8404253165,,0,,,
782,,BHARATMATA CINEMA,,18.9953924587,72.8366343,,0,,,
818,,VASUDEO B.PHADKE CHK.,,18.9442419624,72.8295273086,,0,,,
